id,estimulo,tiempo
-M8wY08Z9Uv8vTXCoAUh,Inteligencia artificial,1591227386738
-M8xGlp679KKe71_cAwx,Inteligencia artificial,1591239498685
-M8xLm6N6StAel-mAbJM,Big data,1591240928085
-M8yoL6USCtgW9GSY2Ms,Inteligencia artificial,1591265297828
-M8zLQqtQIyhASnI4gXi,Big data,1591274330785
-M8zvqlDfBmx2lqo6l4h,Inteligencia artificial,1591284208006
-M9-NSakIfzM-p_HRKLV,Big data,1591291675976
-M9-RwYyG_zIEwVLGkAz,Inteligencia artificial,1591292698661
-M9-Y4Oc69RDIXhZ_biF,Inteligencia artificial,1591294376737
-M9-ZJ7-HIQPqdpA_QXp,Big data,1591294621070
-M9-hKCsT3NadlNn5y5i,Big data,1591297151822
-M9-optwC39Bk_baa0SL,Ciencia de datos,1591299035682
-M9-pqiKL__J2MzXid2J,Big data,1591299264140
-M9-q4CdzKmkxwjQ27Ro,Big data,1591299399157
-M906J5AoaweaWRDWMCp,Big data,1591303947112
-M90EETwVmcgHX08Syvd,Big data,1591305950974
-M90rxj2pJ7NiD2CTzq-,Conocimiento,1591316475461
-M9111neup8p37KU2IZQ,Inteligencia artificial,1591319019325
-M9153SL_gfvUEwZ_DEw,Big data,1591320349908
-M915jTNhtuxZTBqd2CD,Big data,1591320378709
-M91641gzEgqSB_4qsu3,Ciencia de datos,1591320575839
-M91FmqtGhjoFqxi1vuu,Inteligencia artificial,1591323142310
-M91U8-hDHC13IqE7vnv,Ciencia de datos,1591326508873
-M91XmBFXV4swIxospjI,Ciencia de datos,1591327772096
-M91oUSnjYz4Xd9pfYli,Big data,1591332552142
-M91xRujFlrevhyoAqN3,Big data,1591334763859
-M93Ik8w6W_dCmG6nshr,Big data,1591357347147
-M93POzzSgSVEZuNWvmr,Inteligencia artificial,1591358697007
-M944wYW91C0jem2qwdT,Big data,1591370696122
-M94IamQ5ldVb0l0Rtrd,Inteligencia artificial,1591374184214
-M94MS0N2LgxSyo7YKWN,Inteligencia artificial,1591374697284
-M94Osr2e-yQV8j9BtUf,Inteligencia artificial,1591375820043
-M94gBLGjCsunFmrUSu_,Big data,1591380669550
-M94hJn0_DLXD_CrOdcu,Inteligencia artificial,1591380863092
-M94kcd13Zzz_EDNKy4y,Conocimiento,1591381807621
-M9597kmiUK74myqKh2P,Big data,1591388411714
-M95DFBWagwPFiqQwIPO,Big data,1591389654972
-M95Rwwbri8WrXLxj5XF,Big data,1591393455207
-M95gwDvFL1aLzrsGHSA,Ciencia de datos,1591397633698
-M95hQ-GJUGOTMHbM22k,Inteligencia artificial,1591397415509
-M95i-_Ay1hDy_Ea4XLc,Inteligencia artificial,1591397951505
-M95x9vN6582CjGZb63e,Inteligencia artificial,1591401966201
-M96-5sjAB1L3BiIOha5,Big data,1591401960951
-M960B_gmcQ_HAh03mu2,Ciencia de datos,1591402952559
-M96R3K8rJ6iQmSyJ3IM,Big data,1591409965747
-M96keOJPftm0urH7eUp,Conocimiento,1591415442617
-M973eBgFPcjKRLX_3BM,Big data,1591420442244
-M98y38g85yB4Vi094kx,Big data,1591452470348
-M98zFWpozyoM73aVMbD,Inteligencia artificial,1591452821988
-M99R_PVrFtM5vlQXWdl,Big data,1591460476132
-M99nDRmo0UF6UF8Az3a,Big data,1591466364383
-M9A-fMDdye-0gA2GWhI,Ciencia de datos,1591469699283
-M9A3dmaceFmggSEJFtv,Inteligencia artificial,1591470853556
-M9A4D1YZmmvtUkeHsFJ,Big data,1591471158984
-M9AaILazmUpfC6T_LnY,Inteligencia artificial,1591479875340
-M9B0x6zx2frCUP1cOOV,Inteligencia artificial,1591486788580
-M9B5kjwS61OsoEKoOxO,Big data,1591488288021
-M9BCQLt6Ei9mKor6ZoN,Conocimiento,1591489986413
-M9BHHZtQh8bW8rhrxnV,Ciencia de datos,1591490796299
-M9BHy0BVkuUd4WgCIUw,Conocimiento,1591491514489
-M9BI1StQ8LGZRr391NM,Inteligencia artificial,1591491572858
-M9BIymT2ozqK0F_HAyd,Big data,1591491523995
-M9BKedTYGG1PKRicRnv,Inteligencia artificial,1591492191749
-M9BnQi-0PgH6FOdyVaH,Inteligencia artificial,1591499986076
-M9BrQsf6wjUvhrMyPa-,Inteligencia artificial,1591500918975
-M9C8yLrZR3FDGy5HL2r,Inteligencia artificial,1591505746256
-M9CYlNcyNBvC5Z2_fcn,Big data,1591512772382
-M9E8gmxN_yG_ULCW0S0,Big data,1591539175664
-M9EO0e_Q3M4MCHaMy1c,Ciencia de datos,1591543440550
-M9EWwaFeg9LBgl92-d8,Inteligencia artificial,1591545770534
-M9EXSkfYgbBkB6bxg7V,Inteligencia artificial,1591545800549
-M9Ep-enJqhJlq9KqFb8,Conocimiento,1591550625449
-M9FJc5oq3wkoSf3tMeR,Big data,1591558997007
-M9FiEZdj-cr7fnwPpsC,Big data,1591565710582
-M9GBxdGZWSrDeKo1rQ9,Big data,1591573805170
-M9GCEqL5nEnaln75HqC,Conocimiento,1591574003568
-M9GRVyeExciSeN6GdBj,Inteligencia artificial,1591577895717
-M9GqDkPnPRS7bfDFjhi,Ciencia de datos,1591584613129
-M9H2eojmdGPTW-Ae22x,Conocimiento,1591588205599
-M9H38o-60GFhK2j-kZq,Ciencia de datos,1591588337654
-M9IVj2bLFYgLX54AGya,Big data,1591612586391
-M9J1ssfTSBAt_2bUx9z,Inteligencia artificial,1591621343606
-M9J2S7bG1MLAXg9zZ5L,Big data,1591621694073
-M9JITBzSs6evKE5hC-l,Big data,1591625784144
-M9JL3Zf1JSkgVqeYSGH,Big data,1591626481546
-M9JL7H40q-ix2XYz1AG,Inteligencia artificial,1591626563972
-M9JN7xfG3zaAyG6fJB1,Big data,1591626978346
-M9Jhtr7PZhf8u657mwP,Big data,1591632829465
-M9KGZz9Ev3Fw9pESmV8,Big data,1591642121642
-M9KH7hg2DRbxopdU9uX,Inteligencia artificial,1591642318174
-M9KWIKYfADmr-yPUb6N,Inteligencia artificial,1591646175924
-M9KnSQurkRx9MBn0NG-,Big data,1591650948704
-M9LbxnlRFTxvFgQGqBc,Inteligencia artificial,1591664455124
-M9LeLLEMuhEp6RtvS1e,Inteligencia artificial,1591665492211
-M9NrcHOP_XCInUYhXPx,Ciencia de datos,1591702503677
-M9NueC2e3H_oQxUZR6x,Ciencia de datos,1591703051606
-M9O3ozw7PmJkiRsQReK,Big data,1591705873580
-M9OIV5nFgFaAEEzkr-f,Big data,1591709685523
-M9OMfjG-MEX7PZ7FKPZ,Big data,1591710917432
-M9P8cEyiTKn1oVHRZgj,Big data,1591723411331
-M9PCFIA2SK6NYpI1YqT,Big data,1591724913290
-M9PJrGJKTSP7OS_lXDV,Inteligencia artificial,1591726910523
-M9PRvoYlkBdwLYrx2e_,Inteligencia artificial,1591728400130
-M9QE6KTmEE9p-e3QXHC,Big data,1591742019305
-M9QXH21QPvGVw701pUq,Conocimiento,1591747030535
-M9QeCwpZuHehoplohmr,Inteligencia artificial,1591749667126
-M9Qf1k4_L4Yd01_Y4ai,Big data,1591749437481
-M9Qfim_m64rR6shkBTw,Inteligencia artificial,1591749674822
-M9R1ddKDnwurYNBJyaM,Conocimiento,1591755655782
-M9RALdfQgb042OUIUuf,Conocimiento,1591757622980
-M9RK7oRmnhZsy280u5Y,Big data,1591760394890
-M9S0lo0Ll60FI_v1roX,Big data,1591772160269
-M9S5ykM1oVw0MVUF6s-,Ciencia de datos,1591773632079
-M9SGUQF-nnnc8VBAvEQ,Ciencia de datos,1591775920012
-M9SvBsG9psHw7A1nUmS,Conocimiento,1591787225393
-M9TX6P0u_6GVcQfz_ai,Ciencia de datos,1591797247627
-M9Tzkto-oWxJLNE-0BD,Conocimiento,1591805105296
-M9UIetRkxSPvL0RnpPd,Ciencia de datos,1591810405029
-M9UPWfhWsEnHbOgssvH,Big data,1591812256899
-M9UnyBP_fIDBDCXAT29,Big data,1591818907541
-M9Uz9HOiWfTVDyBx7I7,Inteligencia artificial,1591821845629
-M9VfydKeIrAH2myA3oV,Inteligencia artificial,1591833224030
-M9VnOxy1vMHrL8Gzyhz,Big data,1591835524680
-M9Vq68asFdI-Ys_aRyj,Big data,1591835743323
-M9WCQ9ukH4aT7M06Dc-,Ciencia de datos,1591842329584
-M9WGG4v9N1cvwC3ThsY,Big data,1591843073375
-M9WGd1GBwvXyXkw7B-b,Big data,1591843464849
-M9WNG8Up41wap7orj47,Big data,1591845211341
-M9WNOC5QR71VdppPym7,Big data,1591845255711
-M9WO4jDYdki02VpANnC,Big data,1591845416955
-M9WOiBb4U5IXdnqiGB8,Big data,1591845622061
-M9WeXwoKiVw3aRAG9_O,Big data,1591849704226
-M9YPEZQ-ttuxXhJGs5f,Big data,1591879310532
-M9Z64DJaMWx8MaHNt6y,Big data,1591890719238
-M9Zd4cdayURTwJGZqiZ,Big data,1591900013202
-M9ZgbMRUoTXemH2Ozap,Conocimiento,1591900914663
-M9ZnyLUhv93_A51aj9v,Big data,1591902810306
-M9ZqDt9Fyu2PmYVDeXg,Ciencia de datos,1591903276199
-M9_-uaDD0pyk4gmPDbe,Big data,1591906146911
-M9aPYmq3AHQO7p_IPEO,Big data,1591929332428
-M9bPEajqZ48NB8XfdgH,Big data,1591946297838
-M9bPoiiLoLSzMU41IRv,Conocimiento,1591946584452
-M9czmwIOgkbjN6KWFvw,Inteligencia artificial,1591972463156
-M9dEH-vVqDcIVmp6kUS,Ciencia de datos,1591977033882
-M9dEs9nsP-jPp_T037c,Inteligencia artificial,1591977091147
-M9eJbiud3d8UgZSkLQX,Big data,1591995185040
-M9eMLYoPJpwaiF28JpH,Big data,1591996020924
-M9fIfZbxBQuf_C9ykdU,Big data,1592011468405
-M9fe1y2pfJPMNDavqwX,Big data,1592017660156
-M9ffUSfoDKgHn7g4VHI,Big data,1592018033799
-M9fxKF9aXpaA_3TwrCq,Inteligencia artificial,1592022546822
-M9gEVSI0qjc5HlzRTzN,Big data,1592027351166
-M9im7X_vwdllY2L2qcW,Big data,1592070170666
-M9ipXxztYY1ekXCvYkL,Inteligencia artificial,1592071057401
-M9irLm5XTlQdJBcZuEM,Conocimiento,1592071397054
-M9jzWsAd2xEm3dEI2X2,Ciencia de datos,1592090380939
-M9jzjOvfhhnc1HQUw-K,Big data,1592090351148
-M9k2eP8KzP_ug5AEgi2,Inteligencia artificial,1592091349887
-M9k3S17qLMYq8NEqhGd,Inteligencia artificial,1592089158776
-M9k6fFUsDBZCdDiH8_B,Inteligencia artificial,1592092455804
-M9kWJhx1QdfUl0Z-QDi,Inteligencia artificial,1592099185528
-M9ktACuVC6ei8uX0_QT,Big data,1592105556292
-M9kuexphs2s83feSRIf,Big data,1592105894054
-M9kwLsTDj3bEl-hqiQc,Ciencia de datos,1592106230219
-M9mWirV6vPcrexA2Ws_,Big data,1592132793405
-M9mv5al3ugA2X9zMdXJ,Inteligencia artificial,1592139406584
-M9ncoUfpibixvKmR79n,Ciencia de datos,1592151411888
-M9nqYSkZakrx3Y3WN9S,Big data,1592154894123
-M9nzc4vnb7gkyGluTy9,Big data,1592157539399
-M9o6jO-Vw1_VlgYy2N8,Inteligencia artificial,1592159276116
-M9oz-MO85UdUcnbKzNX,Inteligencia artificial,1592174092035
-M9qLboEZV36oJ_TyVTW,Big data,1592197068581
-M9wcXm0RJpx_JvCsxmp,Big data,1592302371515
-M9xAGaDw1xM6v0AO8bs,Conocimiento,1592311553923
-M9xB1k_fqyiLLGeEcqi,Ciencia de datos,1592311757201
-M9xMDhgcbyfZt_0h02j,Big data,1592314537085
-M9xUtvCz1CO-fhWhxcW,Big data,1592317001324
-M9xnMLTMEv_srwqagS7,Conocimiento,1592322082687
-M9yGKA-GqhG64CTe52x,Ciencia de datos,1592329904290
-M9yfqavlSJSIDt5M2fM,Inteligencia artificial,1592336901724
-MA-XwPHD0uiTdykSzAa,Conocimiento,1592368114803
-MA-hA3Hxmabxz2VRe3c,Inteligencia artificial,1592370708605
-MA0KkyZtLDibZCMfSQt,Inteligencia artificial,1592381315926
-MA1arCkhDKQ7xMOcfaj,Inteligencia artificial,1592403160328
-MA1jGfKPxAs00IYpeJ8,Inteligencia artificial,1592404835374
-MA1lb7yaEsRL6pfJQIU,Big data,1592404466561
-MA1ofWJV23GYP3n_6CD,Big data,1592406292147
-MA2h7BSTc0qWZ3BLU-Y,Big data,1592421173163
-MA2sisq3Q0zUncprTLQ,Big data,1592423899322
-MA33IVgwNuZK_31egI9,Conocimiento,1592427100390
-MA3LfWNVmHbg8_6ikVe,Conocimiento,1592431708686
-MA3n8HEVI12lqBe-nMK,Big data,1592439417358
-MA3nVhHJn6WypIhZDvx,Conocimiento,1592439648376
-MA4WaBx30V6BCJ1r8h3,Big data,1592451678547
-MA4YbfnliAzhenhPQ2L,Big data,1592452157928
-MA5Xz0DhKQ9W9W11_QN,Inteligencia artificial,1592468681242
-MA5drRLHu9kKkVh87Ul,Big data,1592470542589
-MA6F16-Wo1BfNAWEpsy,Inteligencia artificial,1592480521117
-MA6YvU4jf-qKST7p-FJ,Inteligencia artificial,1592485646754
-MA6mx_316uOHOgOX_Vq,Big data,1592489768323
-MA6nmKBZqCOCsdppkTq,Inteligencia artificial,1592489993259
-MA6ntXunepRS-LEXD9_,Inteligencia artificial,1592489870450
-MA6xOPVFeWk-2iEI5Ut,Big data,1592492237582
-MA70VKIgLgubMjydnp3,Conocimiento,1592493546847
-MA7I6EGVB6HX0WdjOD3,Big data,1592497991224
-MA7ZY4NFU1XEhDm8VsB,Inteligencia artificial,1592502849264
-MA84bdjTbDNYpW4rVrn,Big data,1592511305806
-MA8qSWdgpa3-jSLJoOC,Conocimiento,1592524244583
-MA8x4IOSEg6ORkMRQcc,Ciencia de datos,1592525941948
-MA9Ls5s9ZqRh2ad_xRS,Big data,1592532637594
-MA9Ncy2JAxQ25OmA4ps,Inteligencia artificial,1592533114279
-MA9_yCN36L-D8pHC7UA,Conocimiento,1592536659396
-MAAIV1cF-XPgeEwsb0E,Conocimiento,1592548568276
-MAAiyPAClAly3_absBk,Conocimiento,1592555823958
-MABOXHVgy_6UN7qio-K,Conocimiento,1592566755735
-MACbOjTBFOUnOTnD_p5,Big data,1592586875572
-MACmFMBTr80K0H9xc8b,Ciencia de datos,1592590194523
-MH3YRdLAvMcdgwwJrBV,Inteligencia artificial,1599951452211
-MH3ZgbzWw7N5CRf4Zb1,Inteligencia artificial,1599951809333
-MH8d5tcMhm50fRDcXrD,Inteligencia artificial,1600036731342
-MHJlrA1dB1lEQ2dtLwy,Big data,1600223540695
-MHf_wjkURbit7qvimF0,Conocimiento,1600605917886
-MHfaClQ5p9MWSBv-aa8,Ciencia de datos,1600606083677
-MHvawm4Gby6HjQPqhIF,Big data,1600874939353
-MHwq39ljl8yTbFIUCAt,Big data,1600895878274
-MI-DBiVXnjO1_xyIqe5,Big data,1600952550353
-MI1JY5Fv875spg3fd4S,Conocimiento,1600985945152
-MI1Ua2LKwQkRp6L_KL4,Big data,1600990665222
-MISOjR8AykfHLjmjIXV,Inteligencia artificial,1601441797956
-MIa5AlkuV8fI-MXTLQZ,Inteligencia artificial,1601588112472
-MJiTO5NAjveOIB6uc7G,Big data,1602802218574
-MK2WT8Mk7xsL3yN4DJn,Conocimiento,1603155179327
-MK2YTw7zh5O-0N6rRKW,Conocimiento,1603155754481
-MK66xQT-woKEPPt8iKS,Big data,1603215922908
-MK7aG6SjgXcx69lI1rr,Conocimiento,1603240485976
-MKBEYtuexJjnjsc-ZCb,Inteligencia artificial,1603301821505
-MKBZc9kL6y2DdKH45O3,Ciencia de datos,1603307161279
-MKCn3oI0Tf1qKyXvEZ2,Inteligencia artificial,1603327843336
-MKD0P4C0TA-bGd5jytp,Inteligencia artificial,1603331573111
-MKI3I8SQpoU01jo59Nu,Ciencia de datos,1603412804045
-MKNfl6SdR7h-NBvZ_Jj,Big data,1603510630464
-MKXOkNDQjknCVeb1YP2,Big data,1603673558188
-MKY0TwPY1UNgVD4MjwE,Ciencia de datos,1603683940155
-MKbJ5Ed5jR7iiuGHar5,Inteligencia artificial,1603755682891
-MKc18qPjUPSYiUegjSz,Big data,1603767677067
-MKfP174lGReLtLxzj4S,Inteligencia artificial,1603824203840
-ML7vS4tfqywTm7SVODZ,Big data,1604318335940
-ML85E5fIDScNVa43NZp,Inteligencia artificial,1604320367614
-MLOCWpsq5zcw_B4ekjx,Inteligencia artificial,1604593041830
-MLOi-xh9E2OTlK96Wbl,Big data,1604601615497
-MLPiOWKMSfxELGJZ-b0,Big data,1604618301491
-MLQ-7jgiiIl4wcO5Iod,Big data,1604623090153
-MLQq2HSuKCBcMaFvvK9,Big data,1604636795002
-MLR-usY5pe5nDXrGI8b,Big data,1604639445671
-MLR7MPhK2XCno_iqlDX,Big data,1604642059778
-MLSLYhelOqYAdfxsAl1,Big data,1604662470541
-MLSXmD3hmOnyus5Ew4T,Big data,1604665669060
-MLSwNTv-pwfEi4pbLcC,Inteligencia artificial,1604672281042
-MLXt4an9A8nPM2k32Lk,Big data,1604755385776
-MLYI3-4DIiw96l6YXh6,Inteligencia artificial,1604762326656
-MLbm_HvztjTY5SpqHSb,Big data,1604836663770
-MLepYbouoqwmtJNRRbK,Big data,1604888722632
-MLj75YRdF8OayI_YSYk,Inteligencia artificial,1604960644809
-MLjFdh7FZ9HXdG4kn72,Inteligencia artificial,1604962910147
-MLjoVz5SmA1mjjGUg-4,Big data,1604972395611
-MLtIssGbdgViO8EAnsB,Big data,1605131677147
-MLzJP5OPDMNyjzga20r,Big data,1605232267147
-MLzWVMlaghBvoodHU0o,Inteligencia artificial,1605235825092
-MLzxLu_plxUcwg2yan3,Inteligencia artificial,1605243092230
-MM0WgNNTWZX7RxcRr9t,Inteligencia artificial,1605269330450
-MM1BFTeXDsl45QJu9wV,Inteligencia artificial,1605280123092
-MM1HiQs8bhviZSuYPMN,Big data,1605282373106
-MM3I4Xnq8cheDO8b4Sm,Inteligencia artificial,1605315945335
-MM61YpZeQIAbLmBkGrN,Inteligencia artificial,1605361642474
-MM7Yo-7GxNnXZyKcjKf,Big data,1605387457378
-MM86Yjoq_113AlNA7Hv,Inteligencia artificial,1605396626644
-MM8FtmWeg3r_BMWcbLr,Big data,1605399244483
-MM8aMK1YZ6AiZ9OfLGm,Big data,1605404890933
-MMA3M-WS3ySl6CTG1to,Big data,1605429291807
-MMBXdmzqVokHX2B9bMM,Big data,1605454275439
-MMBqICRyPxt8eTveAcP,Big data,1605459263976
-MMCEB6Cs23tAF9gRaT6,Big data,1605466021148
-MMDbwLyHiqYw7KMtGDW,Big data,1605489180909
-MME3kIEABvjGHIETyez,Inteligencia artificial,1605496668279
-MNUEENLcQ_awqZFC8rV,Inteligencia artificial,1606841248131
-MO400KVthenDRhPgXKp,Big data,1607475466760
-MO44uJ7Wrqe4QAlSNUm,Inteligencia artificial,1607475447362
-MO45KPcOZowG1uKAUMA,Inteligencia artificial,1607476786996
-MO4BCVbTt84raAy3Qcs,Inteligencia artificial,1607478179610
-MO4YBQ3eH4gNQdBzobR,Big data,1607484485541
-MO4jK-s_-051I7hC8cx,Big data,1607487702862
-MO50TVHcm_tZjzBvbj-,Inteligencia artificial,1607492211787
-MO6D6_ijowDF31o8qqE,Big data,1607512503877
-MO7WBQZMCJiGkty2kSp,Big data,1607534221471
-MO7ltqjRlPbC6HIssjp,Big data,1607538464042
-MO7qjKMN7eFXgn7orgV,Big data,1607536259045
-MO84LCOOy-36W6ija_B,Inteligencia artificial,1607544506531
-MO8QTOjcb08SIK8g7fx,Inteligencia artificial,1607549467289
-MOAxyBAuPqM0VyZAqKM,Inteligencia artificial,1607591727248
-MOBPk_BX3Ws5dVzyWWn,Inteligencia artificial,1607599354959
-MOCEZNXV-DoYjWASg-S,Inteligencia artificial,1607608747563
-MOCKpw1sMrvqTcBTPPN,Big data,1607615220554
-MODbnI-5VUOlIsPhFVK,Big data,1607636499009
-MOEaPDOe2Wi94EYyA9c,Inteligencia artificial,1607652946092
-MOFNcNwtvqZoUYI3rtg,Big data,1607666012769
-MOHGLVU4javceRkhAEB,Inteligencia artificial,1607697760717
-MOHHBTx268AKZ_vK8K1,Inteligencia artificial,1607698013149
-MOI5QN5ClfIvLo9bBdB,Big data,1607711815534
-MOI_T_wGnPwAbuTr_Fc,Inteligencia artificial,1607719739768
-MOJA5-IyI0Cq2Yvnoeg,Inteligencia artificial,1607729799326
-MOLvQ6Rf_0nzH1A5MKR,Inteligencia artificial,1607775870719
-MOMbebly0EmxgxFiqac,Inteligencia artificial,1607787523453
-MONEbzA-Jlym0UvY54j,Inteligencia artificial,1607798086812
-MONQ0F5dkFkOm8rP-yC,Inteligencia artificial,1607800916019
-MONwkLMxD4lF2rZfmfN,Inteligencia artificial,1607808878332
-MOPRrWwutkkwga4-ICU,Big data,1607835051076
-MOQ7IBHLrbgCW4vzd75,Big data,1607845707174
-MOQb5jH5h7g_RjWllOL,Big data,1607854298735
-MOT9rUexFQzWK9vd9JT,Big data,1607897341332
-MOUie1lS4spfUxXwR06,Inteligencia artificial,1607923470133
-MOV9pskfCm-iDmC3hc4,Inteligencia artificial,1607931099603
-MOWW1PozslL7zQ3Uu5m,Inteligencia artificial,1607953566834
-MOX6OY28FHFxWiMn_hN,Big data,1607963687987
-MOXQxsRq-1pFi7ICFDx,Big data,1607969133662
-MOXhP4FlGqK77DBvz40,Inteligencia artificial,1607973479867
-MOYSg15dAwtcKT9jwb-,Inteligencia artificial,1607985644245
-MOYj-2u1KzgK1Q7WLfR,Big data,1607990549969
-MO_9xneLt__gTFU_46U,Inteligencia artificial,1608014969080
-MOaYEM7_lQ7HbGHOdC_,Big data,1608038135225
-MObWOh6k39tV0W8DxWe,Big data,1608054344644
-MOc5qB5gZ187A94FzCQ,Big data,1608063991605
-MOcnYyAE-bzFE0uby1r,Big data,1608075475791
-MOd4tdpZfpdFSlywxdQ,Inteligencia artificial,1608080782997
-MOfWTrBF6boTpmNPSv5,Inteligencia artificial,1608121458716
-MOgqe6EI9T4o52g0oXQ,Inteligencia artificial,1608143861740
-MOhMYZ-m8Uf7ky4MVlJ,Inteligencia artificial,1608152215252
-MOhgrxV2uFhk1tzR7dH,Big data,1608158140110
-MOic79KVG1CC3Ibn8Ss,Inteligencia artificial,1608173615835
-MOmSnMKNiXPGsOaXE4v,Big data,1608237768897
-MOpTDtC6o4nieaHi9dn,Big data,1608288313093
-MOpjelbj0HdoS5xs_Iy,Big data,1608293047807
-MOpsxdwhjYJv26Z-LMR,Inteligencia artificial,1608295365892
-MOqIiV_TUfUz5jx7IEu,Big data,1608302563387
-MOsVmvcw5WBmwoSB-aB,Inteligencia artificial,1608339005615
-MOvJrusvVV4uLhlidgH,Big data,1608386665150
-MOx2s4RPCCi6muf8Oa6,Big data,1608415636406
-MOxAjR19cQYVv8e92I_,Big data,1608417448437
-MOyXrvJ1mL5fnXfpHbD,Inteligencia artificial,1608438515310
-MOyi9eXl9hl3BkETQsV,Big data,1608443628870
-MP0JfUkhCLye9ojZooh,Inteligencia artificial,1608487108924
-MP1nHo1kV4kVwPY4gwP,Big data,1608512025181
-MP25kaF20LiPNuU9RmD,Inteligencia artificial,1608517106028
-MP2NvbjNPxfczRGLSe6,Inteligencia artificial,1608521734490
-MP3pCIMRwYub8ayM8i2,Inteligencia artificial,1608546111641
-MP4gH2anX1rrzXAzI5k,Big data,1608560603663
-MP5ieLpJ4j9qSa7xBNt,Inteligencia artificial,1608577830224
-MPm4v8RRhQ9vNcibwPA,Big data,1609305300058
-MRWI3eL-7jdzgV1VTY0,Big data,1611171140703
-MRczFdeoTWFNy71EtBN,Inteligencia artificial,1611299971464
-MRdbpMqNtMTvlaMaXT-,Inteligencia artificial,1611310604477
-MRdyLDOe9NYn_V5cEZi,Big data,1611316703916
-MRdyd28LVbYrFrC2Yaf,Big data,1611316891560
-MRe4V7a_UezuTjSzjTa,Big data,1611318179464
-MReZBWUKdbBeOLqu7b6,Big data,1611326691193
-MRfHxpmfAaTpPCkIWtS,Big data,1611338759814
-MRgd5gqT1sPRxuqRvc6,Big data,1611361418482
-MRgeoiYLcV9FerREfAu,Big data,1611361879334
-MRjZQw_aIQ7FRVcxb2j,Inteligencia artificial,1611410466877
-MRjaXfR_C2Ok75DyXn7,Big data,1611411185865
-MRjcLxxcxOLmO3Z6-he,Big data,1611411504542
-MRkEZimIj8bDLw97dNX,Big data,1611421817357
-MRk_WYHDnv0muqmM4Iw,Big data,1611427744000
-MRl6ZGphEBvNfHAH_Pz,Inteligencia artificial,1611436297922
-MRl7ZU2McMY5Aqd-B8t,Big data,1611436831792
-MRltII4CTK3lHMz6xVa,Big data,1611449607080
-MRm88GK_xU2l_RGxmYy,Inteligencia artificial,1611453670310
-MRmezoM_UQZ_O8MDjs9,Big data,1611462737695
-MRp8oQfuX-jC7hPMgvF,Inteligencia artificial,1611504335691
-MRpz6fn8rwxj_RkhQTF,Big data,1611518254454
-MRpz9msSJN1PP6KD9cd,Big data,1611517540096
-MRqm4K1OHsJ8cTf7Lnx,Big data,1611531712410
-MRqsrFkSCy0f5riToqR,Inteligencia artificial,1611533207055
-MRtNpdQfYgOUvhTXlio,Inteligencia artificial,1611575193686
-MRtrH93JCyqS_OdgvhK,Big data,1611583646997
-MRwaYS7xX5coEJksQsP,Inteligencia artificial,1611629202848
-MRx-q0Ge_tHyLNtwlTA,Inteligencia artificial,1611636021546
-MS-TcgupOGEvb1eO8mn,Inteligencia artificial,1611694306934
-MS0bJtlJowjcBq-nJRy,Inteligencia artificial,1611713415560
-MS0bf_J5MixL6cTfXTc,Big data,1611713508830
-MS2u0G6zHD0HLiitqHI,Inteligencia artificial,1611751833116
-MS2ucfY8ahlDfAtnUOv,Inteligencia artificial,1611751969810
-MS3-NGvjedK31Y2-Pm1,Inteligencia artificial,1611753305651
-MS3Q4UdbHEJF8oW4N_n,Inteligencia artificial,1611760486443
-MS3vCvqTHVaVeJwTFoG,Big data,1611768812619
-MS4IhJXtxWGTAoGZkUI,Big data,1611775356344
-MS4tIHsm8l4EX75DqIA,Inteligencia artificial,1611785202338
